date,Close
2019-01-31,54.95255056112906
2019-02-01,55.42086628060807
2019-02-04,55.433819242248056
2019-02-05,56.04063990556655
2019-02-06,56.77450487680719
2019-02-07,55.01034259616361
2019-02-08,54.15541543973986
2019-02-11,54.651134347730746
2019-02-12,55.14186757215209
2019-02-13,56.04811226158318
2019-02-14,55.70235776347594
2019-02-15,56.30170437086267
2019-02-19,55.301298871374016
2019-02-20,55.799009406823416
2019-02-21,55.343147767937495
2019-02-22,54.84792479996199
2019-02-25,55.60022080444647
2019-02-26,55.08955829996046
2019-02-27,55.14934172972711
2019-02-28,55.36606409753056
2019-03-01,56.04362889338776
2019-03-04,57.14417652473388
2019-03-05,57.29712190019642
2019-03-06,57.916399874816186
2019-03-07,57.57910981852267
2019-03-08,56.1348021916509
2019-03-11,57.01762880634448
2019-03-12,58.7020725240258
2019-03-13,59.81731895501022
2019-03-14,59.51166739737745
2019-03-15,59.45536961792705
2019-03-18,58.95317478340664
2019-03-19,59.22768460983757
2019-03-20,59.65315709852454
2019-03-21,60.58232208236194
2019-03-22,61.09647746334284
2019-03-25,59.63223486961855
2019-03-26,59.7119493627361
2019-03-27,59.06278363734229
2019-03-28,58.36727856369567
2019-03-29,58.53467707658442
2019-04-01,58.99303342596801
2019-04-02,59.55202336755063
2019-04-03,60.15784757606973
2019-04-04,60.08112394529368
2019-04-05,60.53200183817005
2019-04-08,60.17827203704954
2019-04-09,59.585901864565066
2019-04-10,59.81906300919436
2019-04-11,59.98247897726861
2019-04-12,60.28339506827909
2019-04-15,60.6819666714962
2019-04-16,61.03070813799199
2019-04-17,61.429278323142135
2019-04-18,61.73717169291887
2019-04-22,61.57824329535533
2019-04-23,62.31061326240617
2019-04-24,62.979709445394285
2019-04-25,63.01209281587319
2019-04-26,63.22283260060247
2019-04-29,63.47194009052677
2019-04-30,59.037869668361296
2019-05-01,59.18982261012818
2019-05-02,58.17896015083739
2019-05-03,58.47239838010957
2019-05-06,58.10422673542923
2019-05-07,58.81218369860678
2019-05-08,58.39069228358578
2019-05-09,57.74401933671468
2019-05-10,57.971206322952135
2019-05-13,56.89357766513076
2019-05-14,56.65692532198454
2019-05-15,55.69339202793452
2019-05-16,58.01703657785171
2019-05-17,58.21433053312163
2019-05-20,57.02012202807475
2019-05-21,57.21890448130365
2019-05-22,57.13222177152827
2019-05-23,56.82084148511439
2019-05-24,57.16260595700614
2019-05-28,56.49700179569064
2019-05-29,56.17415996869325
2019-05-30,55.57730519381001
2019-05-31,54.86735462047499
2019-06-03,53.0842645663248
2019-06-04,51.95831033386683
2019-06-05,52.388762066038026
2019-06-06,52.0624370451597
2019-06-07,52.34342628796708
2019-06-10,53.45692162484863
2019-06-11,54.50316579763225
2019-06-12,53.70702927193671
2019-06-13,53.98801321834167
2019-06-14,54.12651363320433
2019-06-17,54.119544534521225
2019-06-18,55.28585516946279
2019-06-19,55.0820867681306
2019-06-20,55.7990067730278
2019-06-21,55.26343594367529
2019-06-24,55.78007534104584
2019-06-25,55.43381626712451
2019-06-26,54.130506877042
2019-06-27,54.0059511222392
2019-06-28,53.62681240934904
2019-07-01,54.70344791939308
2019-07-02,54.91468359275194
2019-07-03,55.670469986262994
2019-07-05,55.68989990542671
2019-07-08,56.05708356181717
2019-07-09,55.39097766519124
2019-07-10,56.358499676327725
2019-07-11,56.957843971055965
2019-07-12,56.994715503770536
2019-07-15,57.13769647883869
2019-07-16,57.09485133305746
2019-07-17,57.34246521491297
2019-07-18,56.88261564423039
2019-07-19,57.20395690426344
2019-07-22,56.46959991813744
2019-07-23,56.99521144334364
2019-07-24,56.39238102475205
2019-07-25,56.68731121513247
2019-07-26,60.98288514935918
2019-07-29,61.83034149201651
2019-07-30,61.05113727394641
2019-07-31,60.93107002381096
2019-08-01,60.48417445319685
2019-08-02,59.82205678040108
2019-08-05,58.292547052180446
2019-08-06,57.95725477057367
2019-08-07,57.59306413919688
2019-08-08,58.92975989241413
2019-08-09,59.68504972188963
2019-08-12,58.74940425286471
2019-08-13,58.36329718277537
2019-08-14,58.60492685694249
2019-08-15,57.96671846478685
2019-08-16,58.76634785798775
2019-08-19,59.29145931769696
2019-08-20,59.548536666209294
2019-08-21,59.44391188513711
2019-08-22,59.48974591893031
2019-08-23,58.88791029677317
2019-08-26,57.655833308868544
2019-08-27,58.815172182326826
2019-08-28,57.87754015595829
2019-08-29,58.84456427345257
2019-08-30,59.71045287508529
2019-09-03,58.640802595314085
2019-09-04,58.6248533529942
2019-09-05,59.36320302657583
2019-09-06,60.19023449764405
2019-09-09,59.9844750968271
2019-09-10,59.54355300090289
2019-09-11,59.955079961858
2019-09-12,60.99583785892227
2019-09-13,61.34707363653927
2019-09-16,61.25589953718191
2019-09-17,61.29974113678355
2019-09-18,61.155761490225146
2019-09-19,61.382446538062354
2019-09-20,61.43525812206358
2019-09-23,61.08053139628999
2019-09-24,61.77802766165717
2019-09-25,60.573355284941805
2019-09-26,61.87567234744454
2019-09-27,61.92799026467663
2019-09-30,60.82993146702168
2019-10-01,60.73178372137905
2019-10-02,59.634723787370426
2019-10-03,58.78876661340956
2019-10-04,59.38114131834941
2019-10-07,60.00439803658435
2019-10-08,59.6651191689719
2019-10-09,59.752803437831936
2019-10-10,59.71443747453488
2019-10-11,60.89171132907406
2019-10-14,60.39997957125389
2019-10-15,60.80153284110888
2019-10-16,61.83631481125006
2019-10-17,62.32256859830595
2019-10-18,62.448616004541776
2019-10-21,62.38882933194672
2019-10-22,62.16912467923839
2019-10-23,61.89560304304751
2019-10-24,62.81928338873357
2019-10-25,62.3275515136555
2019-10-28,63.544177210337466
2019-10-29,63.58303956287251
2019-10-30,62.42420360307317
2019-10-31,62.83821524466579
2019-11-01,63.023552462644126
2019-11-04,63.59399851978836
2019-11-05,64.4130616920282
2019-11-06,64.24217149966927
2019-11-07,64.48230815731286
2019-11-08,65.03033366634848
2019-11-11,64.92570787303349
2019-11-12,64.76727939137783
2019-11-13,64.47184153712884
2019-11-14,64.64273486977683
2019-11-15,65.7108975637929
2019-11-18,66.37251819089587
2019-11-19,66.14732978631665
2019-11-20,65.35218126036304
2019-11-21,64.84101066248286
2019-11-22,65.04727780845323
2019-11-25,64.72643439898943
2019-11-26,65.25851882737378
2019-11-27,65.51459378364034
2019-11-29,65.12201170289069
2019-12-02,64.81710834010002
2019-12-03,63.74944764445713
2019-12-04,65.11653484638099
2019-12-05,66.16227760553653
2019-12-06,66.43329975177805
2019-12-09,66.66247952597082
2019-12-10,66.83485523896678
2019-12-11,67.30018189791723
2019-12-12,67.05605771219244
2019-12-13,67.15619801261741
2019-12-16,67.5821653568167
2019-12-17,67.90052555764954
2019-12-18,67.58715525395334
2019-12-19,67.34900678259523
2019-12-20,67.92344773596257
2019-12-23,67.55078928798741
2019-12-24,67.18360970931198
2019-12-26,67.06752681898588
2019-12-27,67.90550655808211
2019-12-30,67.2583297008049
2019-12-31,66.26740360567827
2020-01-02,66.83734758257737
2020-01-03,67.15172061591039
2020-01-06,67.2583337483084
2020-01-07,69.64675190058186
2020-01-08,69.35479884560189
2020-01-09,70.77420529099804
2020-01-10,71.1224511531256
2020-01-13,71.54941358661911
2020-01-14,71.69289579622128
2020-01-15,71.25447794475107
2020-01-16,72.11289179547897
2020-01-17,72.88362228919742
2020-01-21,73.69122227835783
2020-01-22,74.28309255050281
2020-01-23,74.11569799645245
2020-01-24,74.41212697328763
2020-01-27,71.29383882097378
2020-01-28,71.89168784060699
2020-01-29,72.67885598415737
2020-01-30,71.74022376690966
2020-01-31,73.18204897262366
2020-02-03,72.83828513994706
2020-02-04,72.59266942795216
2020-02-05,72.85921521589113
2020-02-06,72.256879383982
2020-02-07,73.10232490760283
2020-02-10,73.45208133976502
2020-02-11,75.31986342436377
2020-02-12,75.45288792672153
2020-02-13,75.36371020707828
2020-02-14,75.50869446698948
2020-02-18,75.4787946633647
2020-02-19,75.98049172981426
2020-02-20,75.82754262619551
2020-02-21,75.13154779034898
2020-02-24,71.05020099096896
2020-02-25,71.39348395860445
2020-02-26,69.5570720409222
2020-02-27,67.85917139391135
2020-02-28,63.646307197673856
2020-03-02,67.33854576838041
2020-03-03,69.72048493834501
2020-03-04,67.71818026673044
2020-03-05,67.26829423031056
2020-03-06,63.624393022283726
2020-03-09,60.04923807735038
2020-03-10,62.77444398655538
2020-03-11,62.26128715491888
2020-03-12,56.09842900414178
2020-03-13,58.73894625394374
2020-03-16,54.60379926695122
2020-03-17,54.45981784071647
2020-03-18,52.63637416423167
2020-03-19,54.45683155732738
2020-03-20,56.58269453030905
2020-03-23,52.87601258301732
2020-03-24,54.99091032045878
2020-03-25,56.12185173507094
2020-03-26,55.39097224753592
2020-03-27,56.08198914129613
2020-03-30,56.05060598416152
2020-03-31,57.15962531879792
2020-04-01,55.899148337756905
2020-04-02,54.71639488242185
2020-04-03,55.75043184056625
2020-04-06,56.69628770254205
2020-04-07,60.831426617699606
2020-04-08,60.1090255003296
2020-04-09,60.984875942954375
2020-04-13,60.24254319783127
2020-04-14,62.03161549357299
2020-04-15,62.057514975281705
2020-04-16,63.47692555060155
2020-04-17,64.01250044409663
2020-04-20,63.32247540806169
2020-04-21,62.12677088021204
2020-04-22,62.05403215068885
2020-04-23,63.34987781548499
2020-04-24,62.832734125623766
2020-04-27,64.56800395261827
2020-04-28,64.16594604012816
2020-04-29,66.83285880290971
2020-04-30,66.00683559309654
2020-05-01,66.18718622925435
2020-05-04,65.17731255153716
2020-05-05,66.65650537527071
2020-05-06,67.84074677827618
2020-05-07,68.05247748320235
2020-05-08,68.90889704073018
2020-05-11,68.66727532585466
2020-05-12,70.10410848908192
2020-05-13,68.60599205871856
2020-05-14,66.51201864323788
2020-05-15,67.25833222399247
2020-05-18,67.84373208983708
2020-05-19,69.10156216552032
2020-05-20,69.23024870647818
2020-05-21,70.14794912189906
2020-05-22,69.58546974957504
2020-05-26,71.60620766622463
2020-05-27,70.60879395632884
2020-05-28,69.5929505415694
